Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
438,91125.0,RM,7.07106781187,8.69951474821,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,216.0,343.0,7144450776.0,8048096064.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,690807104.0,884.0,GasA,Gd,Y,SBrkr,30.0665927567,0.0,0.0,30.0665927567,0.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,0.0,,Detchd,7144450776.0,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,4.71769398032,0.0,0.0,0.0,,,,0.0,1.0,8108486729.0,WD,Normal,119000
170,8000.0,RL,,9.72130598594,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,512.0,216.0,7774159141.0,7774159141.0,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,4792616856.0,1686.0,GasA,TA,Y,SBrkr,41.3158565202,0.0,0.0,41.3158565202,0.0,1.0,4.0,1.0,4.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,7774159141.0,RFn,4.0,511.0,TA,TA,Y,23.9582971014,4.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,8072216216.0,WD,Normal,228000
1243,614125.0,RL,9.21954445729,9.27096499379,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,343.0,216.0,7692038424.0,7692038424.0,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885.0,LwQ,4741632.0,0.0,1053.0,GasA,TA,Y,SBrkr,34.2490875791,0.0,0.0,34.2490875791,1.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,1.25992104989,TA,Attchd,7692038424.0,RFn,4.0,528.0,TA,TA,Y,0.0,4.93242414866,0.0,0.0,0.0,0.0,,MnPrv,,0.0,1.0,8120601000.0,WD,Family,170000
811,8000.0,RL,8.83176086633,9.22424327715,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,216.0,216.0,7692038424.0,7988005999.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,53582633.0,0.0,1040.0,GasA,Fa,Y,SBrkr,36.1801050303,0.0,0.0,36.1801050303,1.0,1.0,1.0,1.0,9.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,7692038424.0,RFn,4.0,484.0,TA,TA,Y,16.2788205961,0.0,0.0,0.0,0.0,8.1304560588,Fa,GdPrv,,0.0,1.0,8072216216.0,WD,Normal,181000
1320,8000.0,RL,8.66025403784,9.23161250725,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,64.0,125.0,7460598664.0,7460598664.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492.0,Unf,0.0,51478848.0,864.0,GasA,Ex,Y,SBrkr,30.7896086367,0.0,0.0,30.7896086367,0.0,1.0,1.0,0.0,9.0,1.0,TA,5.0,Typ,0.0,,Attchd,7460598664.0,Unf,1.0,248.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8084294343.0,WD,Normal,111000
834,8000.0,RL,10.0,9.210740292,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,216.0,216.0,7575729344.0,7575729344.0,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,41063625.0,926859375.0,1516.0,GasA,TA,Y,SBrkr,38.9358446679,0.0,0.0,38.9358446679,0.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7575729344.0,RFn,4.0,472.0,TA,TA,Y,0.0,0.0,0.0,0.0,152.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,167000
1167,8000.0,RL,8.0,9.25674674479,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,512.0,125.0,8096384512.0,8096384512.0,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,4861163384.0,1694.0,GasA,Ex,Y,SBrkr,41.1582312545,0.0,0.0,41.1582312545,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8096384512.0,RFn,9.0,776.0,TA,TA,Y,12.6491106407,3.20753433,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,245350
202,8000.0,RL,8.66025403784,9.22276289197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,216.0,216.0,7727161833.0,7727161833.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,21717639.0,21024576.0,1196.0,GasA,TA,Y,SBrkr,35.7631094845,0.0,0.0,35.7631094845,0.0,2.71828182846,4.0,0.0,9.0,1.0,TA,6.0,Typ,1.25992104989,Fa,Detchd,7762392000.0,Unf,4.0,473.0,TA,TA,Y,15.4272486205,4.36207067145,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8096384512.0,WD,Normal,171500
11,8000.0,RL,8.36660026534,9.32366905728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,125.0,125.0,7587307125.0,7587307125.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,2406104.0,1040.0,GasA,Ex,Y,SBrkr,32.2490309932,0.0,0.0,32.2490309932,1.0,1.0,1.0,0.0,9.0,1.0,TA,5.0,Typ,0.0,,Detchd,7587307125.0,Unf,1.0,384.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Normal,129500
658,343000.0,RL,7.74596669241,8.881836305,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,343.0,216.0,7200237491.0,8000000000.0,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,467288576.0,776.0,GasA,TA,Y,SBrkr,29.1719042916,275894451.0,0.0,38.7556447502,0.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,7200237491.0,RFn,1.0,270.0,TA,TA,P,0.0,0.0,4.82028452835,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8096384512.0,WD,Normal,149000
256,216000.0,RL,8.12403840464,9.07543660951,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,343.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926859375.0,975.0,GasA,Ex,Y,SBrkr,31.7017349683,2126781656.0,0.0,47.8643917751,0.0,1.0,4.0,1.0,16.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,7988005999.0,Fin,4.0,429.0,TA,TA,Y,13.8564064606,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8072216216.0,WD,Normal,230000
223,216000.0,RL,9.21954445729,9.34792603493,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,216.0,216.0,7703734375.0,7703734375.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,4330747.0,713.0,GasA,TA,Y,SBrkr,28.4780617318,406869021.0,0.0,39.3954312072,1.0,1.0,4.0,1.0,9.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,7703734375.0,RFn,4.0,434.0,TA,TA,Y,14.4568322948,5.92499213681,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8072216216.0,WD,Normal,179900
822,8000.0,RM,7.74596669241,8.69951474821,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,64.0,64.0,7449150177.0,7449150177.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,820025856.0,936.0,GasA,TA,N,SBrkr,30.5941170816,0.0,0.0,30.5941170816,0.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Min2,0.0,,Detchd,7692038424.0,Unf,4.0,576.0,TA,TA,Y,0.0,3.17480210394,4.82028452835,0.0,0.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,93000
998,8000.0,RL,,9.36879605767,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,216.0,216.0,7645373000.0,7645373000.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,2998442888.0,1442.0,GasA,TA,Y,SBrkr,37.9736750921,0.0,0.0,37.9736750921,0.0,1.0,4.0,0.0,4.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,7645373000.0,RFn,4.0,615.0,TA,TA,Y,19.2613602843,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,185000
546,125000.0,RL,,9.53510144267,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,343.0,125.0,7856862272.0,7856862272.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,8242408.0,0.0,1204.0,GasA,Gd,Y,SBrkr,37.1079506306,523606616.0,0.0,46.7225855449,0.0,1.0,4.0,1.0,16.0,1.0,Gd,9.0,Typ,0.0,,Attchd,7856862272.0,Unf,9.0,786.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8072216216.0,WD,Normal,229000
890,8000.0,RL,11.313708499,9.40590715552,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,216.0,64.0,7449150177.0,7449150177.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024.0,Unf,0.0,111284641.0,1505.0,GasA,Ex,Y,SBrkr,38.7943294825,0.0,0.0,38.7943294825,1.0,1.0,1.0,0.0,4.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,7449150177.0,RFn,4.0,505.0,TA,TA,Y,0.0,0.0,0.0,5.4513617785,0.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,149500
373,1728000.0,RL,7.07106781187,8.87835804063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,216.0,125.0,7809531904.0,7809531904.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,1771561.0,0.0,744.0,GasA,TA,Y,SBrkr,27.4226184016,0.0,0.0,27.4226184016,1.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,0.0,,Attchd,7809531904.0,Unf,1.0,264.0,TA,TA,Y,18.7882942281,0.0,0.0,0.0,90.0,0.0,,MnPrv,,0.0,4.0,8120601000.0,WD,Normal,125000
1225,216000.0,RL,7.74596669241,9.64108328727,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,343.0,125.0,8048096064.0,8060150125.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,262144.0,788.0,GasA,Ex,Y,SBrkr,28.0713376952,345948408.0,0.0,38.6005181312,1.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,8048096064.0,Fin,4.0,388.0,TA,TA,Y,10.0,4.21716332651,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Normal,184000
725,8000.0,RL,9.2736184955,9.49446612823,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,729.0,125.0,8084294343.0,8096384512.0,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,99897344.0,1698.0,GasA,Ex,Y,SBrkr,41.2067955561,0.0,0.0,41.2067955561,1.0,1.0,4.0,0.0,9.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,8084294343.0,Fin,9.0,768.0,TA,TA,Y,18.08314132,4.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,320000
502,216000.0,FV,8.66025403784,9.19044374026,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,343.0,125.0,8060150125.0,8060150125.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400.0,Unf,0.0,101194696.0,866.0,GasA,Gd,Y,SBrkr,29.4278779391,733870808.0,0.0,42.0475920833,0.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8060150125.0,RFn,4.0,603.0,TA,TA,Y,0.0,4.7622031559,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Normal,226700
1,216000.0,RL,8.0622577483,9.04192172035,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,343.0,125.0,8036054027.0,8036054027.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,GLQ,706.0,Unf,0.0,3375000.0,856.0,GasA,Ex,Y,SBrkr,29.2574776767,622835864.0,0.0,41.3521462563,1.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,0.0,,Attchd,8036054027.0,RFn,4.0,548.0,TA,TA,Y,0.0,3.9364971831,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Normal,208500
1325,8000.0,RL,8.66025403784,9.20893939106,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,512.0,125.0,8072216216.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,5656411630.63,1795.0,GasA,Ex,Y,SBrkr,42.3674403286,0.0,0.0,42.3674403286,0.0,1.0,4.0,0.0,4.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,8084294343.0,RFn,9.0,895.0,TA,TA,Y,0.0,3.65930571002,0.0,0.0,0.0,0.0,,,,0.0,4.0,8084294343.0,New,Partial,147000
269,27000.0,RM,8.42614977318,8.83927669059,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,125.0,216.0,7301384000.0,7472058875.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,1953125.0,9528128.0,740.0,GasA,Ex,Y,SBrkr,27.892651362,0.0,0.0,27.892651362,0.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,1.0,Gd,Detchd,7598896696.0,Fin,1.0,924.0,Ex,Ex,Y,0.0,2.92401773821,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Normal,120500
127,1728000.0,RL,,8.50268850521,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,216.0,125.0,7715442176.0,7715442176.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120.0,Unf,0.0,879217912.0,1078.0,GasA,TA,Y,SBrkr,30.9515750811,0.0,0.0,30.9515750811,0.0,1.0,4.0,0.0,4.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,7727161833.0,RFn,4.0,440.0,TA,TA,Y,0.0,5.89636853997,0.0,0.0,0.0,0.0,,,,0.0,4.0,8084294343.0,WD,Normal,128000
4,343000.0,RL,7.74596669241,9.16429643347,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,343.0,125.0,7022735875.0,7645373000.0,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,157464000.0,756.0,GasA,Gd,Y,SBrkr,31.0,432081216.0,0.0,41.4366987102,1.0,1.0,1.0,0.0,9.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,7976023992.0,Unf,9.0,642.0,TA,TA,Y,0.0,3.27106631019,6.45105451748,0.0,0.0,0.0,,,,0.0,4.0,8072216216.0,WD,Abnorml,140000
1168,216000.0,RL,7.61577310586,9.29210467378,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,216.0,125.0,8000000000.0,8000000000.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,5177717.0,959.0,GasA,Ex,Y,SBrkr,30.9677251344,360944128.0,0.0,40.8778668719,1.0,1.0,4.0,1.0,9.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,8000000000.0,Fin,4.0,472.0,TA,TA,Y,0.0,3.3619754068,0.0,0.0,0.0,0.0,,,,0.0,4.0,8072216216.0,WD,Normal,173000
961,8000.0,RL,7.07106781187,8.88280805492,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,125.0,343.0,7506509912.0,8096384512.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,4251528.0,858.0,GasA,Gd,Y,SBrkr,29.2916370318,0.0,0.0,29.2916370318,1.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,10.8166538264,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,116500
55,512000.0,RL,7.74596669241,8.87262736592,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,125.0,125.0,7472058875.0,7472058875.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,TA,Y,SBrkr,36.8781778292,0.0,0.0,36.8781778292,0.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Min1,1.0,TA,Detchd,7552609128.0,Unf,4.0,572.0,TA,TA,Y,0.0,3.68403149864,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8084294343.0,WD,Normal,130000
965,216000.0,RL,8.94427191,9.33397293242,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,343.0,125.0,8024024008.0,8036054027.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,7189057.0,817.0,GasA,Ex,Y,SBrkr,28.7054001888,1225043000.0,0.0,43.520110294,1.0,1.0,4.0,1.0,16.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,8024024008.0,Fin,4.0,510.0,TA,TA,Y,0.0,3.41995189335,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,214900
46,1728000.0,RL,7.81024967591,8.94350613204,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,729.0,125.0,8060150125.0,8060150125.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,2176782336.0,1752.0,GasA,Ex,Y,SBrkr,41.8568990729,0.0,0.0,41.8568990729,1.0,1.0,4.0,0.0,4.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,8060150125.0,RFn,4.0,576.0,TA,TA,Y,14.0,4.34448148577,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,319900
1396,216000.0,RL,9.38083151965,9.44659756244,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,512.0,125.0,8060150125.0,8072216216.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,Gd,Unf,0.0,Unf,0.0,1309338584.0,1094.0,GasA,Ex,Y,SBrkr,33.6600653594,2454911549.0,0.0,49.8196748283,0.0,1.0,4.0,1.0,16.0,1.0,Gd,9.0,Typ,1.0,Gd,BuiltIn,8060150125.0,Fin,9.0,642.0,TA,TA,Y,12.0,3.39121144301,0.0,0.0,0.0,0.0,,,,0.0,4.0,8084294343.0,WD,Normal,281213
579,4096000.0,FV,5.83095189485,8.18979961873,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,343.0,125.0,8084294343.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,327082769.0,689.0,GasA,Ex,Y,SBrkr,26.5141471671,327082769.0,0.0,37.3095162124,0.0,1.0,4.0,0.0,4.0,1.0,Gd,5.0,Typ,0.0,,Detchd,8084294343.0,Unf,4.0,540.0,TA,TA,Y,0.0,4.67232872836,0.0,0.0,0.0,0.0,,,,0.0,4.0,8096384512.0,WD,Abnorml,146000
906,8000.0,RL,8.94427191,9.20230820028,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,125.0,7460598664.0,7460598664.0,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,24389000.0,69934528.0,1056.0,GasA,TA,Y,SBrkr,32.6036807738,0.0,0.0,32.6036807738,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7460598664.0,RFn,1.0,280.0,TA,TA,Y,0.0,0.0,5.4737036748,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8120601000.0,WD,Normal,128000
488,8000.0,RL,8.36660026534,9.41270962407,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,125.0,216.0,7657021611.0,7657021611.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998.0,Unf,0.0,114791256.0,1484.0,GasA,Gd,Y,SBrkr,38.5227205685,0.0,0.0,38.5227205685,0.0,1.0,4.0,0.0,9.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,7657021611.0,Unf,4.0,487.0,TA,TA,Y,14.9666295471,0.0,0.0,0.0,180.0,0.0,,,,0.0,4.0,8084294343.0,WD,Normal,175000
728,8000.0,RL,8.0,8.89754559871,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,343.0,125.0,8084294343.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,131096512.0,1232.0,GasA,Ex,Y,SBrkr,35.0998575496,0.0,0.0,35.0998575496,1.0,1.0,4.0,0.0,4.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8084294343.0,RFn,4.0,632.0,TA,TA,Y,11.4891252931,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,8108486729.0,WD,Normal,194500
626,8000.0,RL,9.32737905309,9.21034037198,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,216.0,216.0,7552609128.0,7552609128.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1389928896.0,1116.0,GasA,TA,Y,SBrkr,33.406586177,0.0,0.0,33.406586177,0.0,1.0,1.0,1.0,9.0,1.0,TA,5.0,Typ,0.0,,Attchd,7552609128.0,Unf,4.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,361.056229479,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,160000
1000,8000.0,RL,8.0,8.81907398327,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,343.0,125.0,8072216216.0,8072216216.0,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,125751501.0,1187.0,GasA,Ex,Y,SBrkr,34.756294394,0.0,0.0,34.756294394,1.0,1.0,4.0,0.0,4.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8072216216.0,RFn,4.0,632.0,TA,TA,Y,10.246950766,3.9364971831,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,206000
101,8000.0,RL,,9.26889225893,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,216.0,343.0,7727161833.0,8012006001.0,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200.0,Unf,0.0,68921000.0,1610.0,GasA,Gd,Y,SBrkr,40.1248052955,0.0,0.0,40.1248052955,1.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,1.25992104989,TA,Attchd,7727161833.0,RFn,4.0,480.0,TA,TA,Y,12.9614813968,4.08165510192,0.0,0.0,0.0,0.0,,,,0.0,4.0,8120601000.0,WD,Normal,205000
1457,8000.0,RL,9.21954445729,9.48607637341,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,216.0,216.0,7738893352.0,7856862272.0,Gable,CompShg,Plywood,Plywood,Stone,119.0,TA,TA,CBlock,Gd,TA,No,ALQ,790.0,Rec,4330747.0,204336469.0,1542.0,GasA,TA,Y,SBrkr,45.5302097513,0.0,0.0,45.5302097513,1.0,1.0,4.0,0.0,9.0,1.0,TA,7.0,Min1,1.25992104989,TA,Attchd,7738893352.0,Unf,4.0,500.0,TA,TA,Y,18.6815416923,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,8120601000.0,WD,Normal,210000
